,salary,transaction_amount,loan_amount,credit_score,account_balance,monthly_expense,gender,city,account_type
45,42801.557916052916,1242.1106037468778,736.5479050723611,806.7668232397982,99008.57368419696,379.70654448399745,Male,Pune,Business
46,45393.612290402125,4054.039850381681,835.7729556475979,799.9631856034297,65649.78187590124,3003.6658033520644,Female,Mumbai,Business
47,60571.222262189156,2597.8059576357778,4381.5043873643035,841.4916113324729,64986.78831762774,2155.685248061083,Male,Bangalore,Current
48,53436.182895684615,2715.0758094986436,28425.943055278407,817.8847847091655,82265.33891075123,363.9913957535584,Male,Pune,Business
49,32369.59844637266,1108.4871588148278,110434.66388409174,786.9909849564285,91288.63956477419,3078.6065543520467,Female,Pune,Business
50,53240.83969394795,849.0970653789652,11352.865116996829,834.1998526535007,67832.89358246437,3160.515133513587,Female,Mumbai,Business
51,46149.17719583683,927.3713010945941,4492.915972898056,838.7017372884104,83820.44142112552,4364.18443963292,Female,Pune,Business
52,43230.779996940415,8788.12778303301,9005.66978573446,831.1687391512351,65033.779518021474,7312.368988895343,Male,Mumbai,Current
53,56116.76288840868,81.87148408785734,101.82853752543086,,80035.94502272239,6530.026050764763,Male,Bangalore,Business
54,60309.99522495951,4035.2859835114778,10108.653099260426,837.9019861503725,69312.8834754261,2285.8490209944694,Female,Bangalore,Savings
55,59312.80119116198,1728.7034827053249,24451.508595398125,822.3437065941782,81745.90694812211,3836.133383679188,Male,Pune,Savings
56,41607.824767773614,1154.698162069319,9482.290438928432,730.7893521615556,89306.47501742243,4826.558542315644,Male,Mumbai,Savings
57,46907.87624148785,2583.843134977741,20690.841132375434,814.6316450220684,36624.05117136104,2341.151753355873,Male,Delhi,Savings
58,53312.63431403564,1333.6686071984282,12872.567929071607,,84420.93831679341,782.2585518685491,Female,Bangalore,Savings
59,59755.45127122359,4133.812682535534,1284.6813702599704,845.9952324555777,81418.076620363,2823.523561407086,Female,Mumbai,Savings
60,45208.2576215471,,23274.241159817742,790.4379327573076,95018.26532917855,,Male,Mumbai,
61,48143.41023336183,1095.3974027080496,687.5416179013711,825.8719921695086,80348.67601795371,740.66769971802,Male,Mumbai,Savings
62,38936.65025993972,648.2158141702838,7634.9984589284695,763.7488779439198,83045.68406992254,1382.5525294846661,Male,Pune,Business
63,38037.93375919329,1794.6942438818185,1533.1101020751562,796.1314110071618,95912.62198660968,1677.2142185826744,Male,Delhi,Savings
64,58125.25822394198,4869.111879047198,117.75672614482025,770.4590216395839,98771.27515942507,1397.7331192640072,Female,Pune,Current
65,63562.40028570823,473.1217979000491,5482.4068564373765,834.1309944072814,81455.02294686316,5499.421332928569,Female,Bangalore,Savings
66,49279.89878419666,,3496.1521919037764,791.0589245898792,71147.59240156757,1956.888028108714,Male,Pune,Business
67,60035.32897892024,1996.956000451087,6655.329742231592,834.6695308933159,85178.38818431816,5602.907579151517,Male,Mumbai,Business
68,53616.36025047634,2641.860030253711,8608.557570924073,710.0997670324473,94856.35744246173,3449.184066162594,Female,Pune,Current
69,43548.80245394876,,447.2446625591256,799.4184906838121,78036.43374143381,552.3486855255026,Male,Mumbai,Current
70,53613.95605508414,2516.32981825422,1312.5204388468148,830.384020473207,98330.0692845857,2384.2578079802224,Female,Delhi,Current
71,65380.365664659694,4794.50641257849,8178.998397282467,834.2978856741826,88338.03318136392,6663.612056499923,,Pune,Current
72,49641.73960890048,396.12912156028915,4203.260161910579,839.4067190853652,96432.61026801106,3748.3580374169433,Female,Pune,Savings
73,65646.43655814006,542.4191833743239,13062.768385614583,790.686649462126,95921.92710221776,2537.68278539534,Male,Pune,Savings
74,23802.548959102558,,,837.659196823124,95479.69786532669,7581.078492341216,Male,Mumbai,Business
75,58219.02504375224,,18682.36899497368,804.7691351435427,90221.74853816544,1254.5706129745868,,Mumbai,Current
76,50870.47068238171,3853.579535513316,11792.568641026975,834.6305829495451,98949.90458625954,2019.9910712641147,Female,Pune,Current
77,47009.92649534132,1355.6418851070982,5619.980086040062,795.7691245794159,89856.90457708482,6241.042212812957,Male,Pune,Savings
78,50917.607765355024,567.993939988741,11176.93041105615,765.6463142355183,85663.18881727826,5420.256358156779,Male,,Current
79,30124.31085399107,4092.0120034896977,3221.0951998012924,774.7404194283058,86794.36433783486,1153.742640363564,Female,Delhi,Business
80,47803.28112162488,1178.6746511199115,3657.3514788099446,,90349.27204051227,4709.963120628,Female,Bangalore,Business
81,53571.125715117465,1446.4597382022362,15558.268158503173,839.6043433834034,63454.761240217034,1928.878143342372,Male,Delhi,Current
82,64778.94044741516,890.1799183556158,5913.481289156753,845.373126549746,96859.28041077887,339.9972146200208,Male,Delhi,Business
83,44817.29781726353,1797.642685370157,16013.722302693464,789.9762488171409,85907.87857688463,2579.2449443879377,,Delhi,Business
84,41915.06397106812,357.11459523526275,,827.029228764011,98719.01029022686,11318.988464994974,Female,Mumbai,
85,44982.429564154634,992.1418127269471,19488.508322579455,821.6878200179357,98523.71737912156,6742.528701077242,Female,,Business
86,59154.02117702074,6974.316083642288,24845.29550993177,848.4177729269348,82939.97849151502,3212.5125950928445,Female,Delhi,Current
87,53287.51109659684,597.1717608480124,5638.488706998092,834.9733554660876,83304.93601117024,689.7744824084199,Female,Pune,Current
88,,2138.5147690342055,3839.974241431472,848.287174238621,57919.82065138092,355.5503516767816,Male,Mumbai,Business
89,55132.67433113356,786.6484087778541,8727.494298500833,744.3249388031605,83676.80727872171,3457.4708408003826,Male,Bangalore,Current
90,50970.7754934804,2969.78338141433,4638.9818297259,836.0541908502527,35726.70129424956,4489.721239723868,Female,Bangalore,Savings
91,59686.44990532889,280.5335592202735,9189.797610752634,809.2526548072248,99001.59213084161,5544.407869425731,Male,Delhi,
92,42979.469061226475,7001.2209088488,12227.678723694611,848.0120324159727,97937.0144266324,5105.503712713288,Male,Bangalore,Business
93,46723.37853402232,1209.5018443294757,,,99098.6747767999,5416.180121381657,Female,Bangalore,Business
94,46078.91846867842,538.5070869954404,4692.885042407799,830.4937800283835,95901.86165777959,,Male,,Current
95,35364.85051867881,152.67544511187415,1825.538258048164,735.9004752669516,84414.12561721478,7470.866130507318,Male,Delhi,Current
96,52961.20277064576,372.07588020918786,5630.480135978611,740.4843888398129,79254.9886302366,2152.0193386923465,Male,Bangalore,Business
97,52610.55272179889,1466.996690859163,1538.438949861005,830.3263386728931,99066.86285732071,3417.7099777918734,Female,Delhi,Current
98,,821.9701596103332,,,41635.353985314236,555.0683617998473,Female,Pune,Current
99,47654.12866624853,3530.819768244315,4244.605761739401,571.9161381925815,63075.85036448252,2112.8923394597164,Male,Pune,Business
100,35846.29257949586,1127.354381371185,1677.795035251999,762.7326323028869,92963.05390879081,6616.6961784976465,Male,Bangalore,
101,45793.54677234641,571.938473951702,257.7715439667666,756.8249754073985,98393.41520402762,5294.998763359074,Male,Pune,Current
102,46572.85483473231,1920.1978331469356,10379.567580206072,835.6819370039533,96276.12937832522,194.1623973705218,Male,Delhi,Business
103,41977.22730778381,2453.64521391869,10130.8338299682,807.0160100744667,,11874.566870782919,Male,Pune,Business
104,48387.14288333991,365.5438953716936,4164.312671107416,846.5187796371349,97368.56162877132,,Male,Bangalore,Business
105,54040.508568145386,366.9305402615214,744.1312977627452,845.0135169075972,85380.45652724855,3809.262557253526,Female,Delhi,Business
106,68861.8590121053,74.72145601896547,,509.7124390055359,94356.78798940581,1997.99930666309,Male,Mumbai,Current
107,51745.77812831839,2666.660241579668,3728.2972552828332,830.2262970295205,91132.30748062395,2394.487293676626,Male,Delhi,Business
108,52575.50390722764,2180.125050294198,11304.765231587015,781.0471866185444,8862.23815542765,3724.238298304345,Female,Pune,Savings
109,49255.54084233833,1287.3083392705855,9308.442460058355,767.8334441134202,76939.83962356442,5084.4583235877335,Male,Mumbai,Business
110,,3717.9849813523,4534.906865588918,752.3953942428337,40488.98718840479,4242.864893903716,Male,Delhi,Savings
111,49734.86124550783,3276.396642338703,2457.6314922424826,547.7926406978384,96923.99888983098,2138.364992215242,Male,Mumbai,Business
112,253011.51049705132,1760.6620272718433,44258.503093645304,836.1796076801702,90370.14931145942,1506.693883828245,Male,Mumbai,Savings
113,74632.42112485286,4054.021253058005,6051.392724652937,847.9406247021528,83818.43021786022,1412.1341307695548,Female,Mumbai,Savings
114,48076.39035218878,460.9437007411471,11656.314385193247,823.5172846954308,98402.7208527375,6971.997234217459,Male,Delhi,Business
115,53015.47342333612,237.38604278056917,1514.6608209468254,843.0322602213022,99916.07528955363,6408.251839278489,Female,Pune,Business
116,49652.88230294757,628.7356114562158,6647.340822689206,848.8659413358725,77800.40691108274,4756.500622996932,Male,Delhi,Business
117,38313.21962380468,,279.22962422925315,827.6522878737334,79465.6344678784,6937.737724711605,Male,Pune,Savings
118,61428.228145150206,1515.0280856678878,7041.17369470702,773.436709782097,89420.58794560029,3020.467572065068,Female,Delhi,Current
119,57519.33032686774,5516.762410803933,33247.19988512149,808.2436414598377,86547.06186914856,6032.963692177959,Male,Delhi,Current
120,57910.31947043047,80.27683281876446,4848.4394479474195,831.2451060422792,89261.98030819255,4934.0883808133,Female,Delhi,Business
121,40906.12545205261,260.46775996623353,397.7672077478314,796.8847276025167,99514.0427703829,6145.966754243929,Female,Pune,Current
122,64027.94310936099,1203.6864966038618,,,91829.4559828243,1279.2793451608434,Female,Delhi,Current
123,35981.489372077194,5432.417307751989,4910.013626300814,849.2757069313981,,4056.8056419724508,,Mumbai,Business
124,,760.051222113574,1743.8307385113087,777.7289001832545,97927.77708600745,2507.0295321440835,Male,Delhi,Savings
125,71904.5562580998,1415.4450075426903,236.29077081200563,801.1258458005517,37198.50660672034,259.925529894305,Male,Mumbai,Business
126,40094.63674869311,,14114.629041429105,778.1621527045289,81706.17351571636,7738.988784797627,Male,Bangalore,
127,44337.02270397228,321.1433026728379,6134.547044538153,848.0141813336168,73912.62124208984,6420.559703911163,Female,Bangalore,Savings
128,50996.51365087641,8629.502169066758,3414.271728293356,759.263036965355,92422.6481235185,4322.292744111492,Male,Pune,Current
129,44965.243458838006,6711.608615639818,23034.172693215434,801.683101954302,90010.6218946574,1594.0176461584756,Male,Pune,Savings
130,34493.36568933867,9.904445947655232,1234.554234978653,808.5636406962874,94592.04724310698,525.1917089543143,Female,Bangalore,Current
131,50685.62974806027,6065.281597357631,31217.225481409743,801.0099711373907,97960.10580723638,254.25537881669123,Female,Delhi,Business
132,39376.962862738954,2038.4192271370018,3768.291354905263,750.085444153339,96054.5858895233,2099.492484439741,Male,Delhi,Current
133,54735.924306351815,4048.6691339530216,,805.7923019654028,68058.30491340315,5472.197381156117,Female,Delhi,Current
134,40805.75765766197,1212.984538184019,9236.751206847723,806.5117029508091,77364.11631177302,2528.9824721740483,Female,Bangalore,Savings
135,65499.344050175394,1449.6721373955422,17527.73551376384,616.2248894606473,84165.87681662437,4798.637476004078,Female,Mumbai,Current
136,42167.46707663763,1342.17099901772,41359.895960002825,779.3207985940151,87109.43565085057,4970.993595792339,Female,Pune,Business
137,46779.384837943246,,3402.4696489861167,820.8038505832706,48867.40501784945,5416.2152647712865,Female,Mumbai,Business
138,58135.1721736967,300.8349084189144,,788.5530731171891,98489.68340882778,416.49819562538636,Male,Bangalore,Business
139,37691.35683566045,60.86396183994254,4934.473296916219,,93413.22243679219,1728.6413653427755,,Mumbai,Savings
140,52274.599346041294,736.1361760275618,4869.657232099602,837.0047304397913,91386.25378456841,4735.062472758591,Male,Delhi,Savings
141,63071.42754282428,2439.396695081679,4161.021376304796,804.5774383290584,69495.69213324109,8883.628922888984,Male,Delhi,Current
142,33925.167654387726,450.9261088732207,7795.934968938803,718.3189247941883,2103.92968331014,7270.126966263785,Male,Mumbai,Current
143,51846.33858532304,2238.2368186639583,1674.073799118866,717.6478797067219,94493.61017243427,4159.227049121571,Male,Bangalore,Current
144,52598.82794248423,7007.2607804584195,8067.896422915674,829.0796798114868,-50000.0,7794.569377264846,Male,Mumbai,Savings
145,57818.228717773105,197.21278744357392,7802.417880895127,812.4953403756464,64487.46270214682,4135.782785353923,Female,Delhi,Savings
146,37630.49289121918,2233.1581678090724,14350.721383064958,838.1102380906218,94910.99440494289,717.8466857329389,,Delhi,Current
147,,1173.075679514347,17936.610477084534,578.3376903992591,89805.72248695247,5351.602379491158,,Bangalore,Savings
148,55219.415656168974,4052.0632443870327,5806.069315450655,651.5229343837843,89458.43126176733,7440.467371205814,Male,Mumbai,Savings
149,52969.84673233186,389.9621981172876,,797.5789975056952,23464.122870711974,10751.376765050272,Female,Delhi,Business
150,,,3002.067090421373,768.4122298146712,,2048.820908884603,Male,Delhi,Business
151,53464.48209496976,3641.7417231952913,2164.458271101219,787.2191198207606,67895.26788361665,1150.2794809512438,Male,Mumbai,Current
152,43199.75278421509,5786.8647747605455,593.759578083808,805.0334543155491,91864.8997813021,6045.232155960616,Female,Mumbai,Current
153,52322.53697161003,2299.272469969244,4192.313984169898,847.2588136804017,73748.75940928014,4532.266158095918,Male,Pune,Business
154,52930.72473298681,1375.0252252230791,3150.50106705169,819.6731410604774,89105.07702909566,4239.3640878255155,Male,Bangalore,Savings
155,42856.48581973632,1923.869711101883,33937.46782429661,793.8363609530434,82727.9430443836,7868.333753949455,Female,,Current
156,68657.74511144757,4063.6658187358225,8157.868496541154,793.4124912451183,64251.21092194714,6028.826196235858,Male,Mumbai,Current
157,54738.329209117874,1690.7781841380115,4266.0249551710085,826.6497839426826,67390.28607932905,4844.605201759747,Female,Bangalore,Current
158,38086.965027973514,61.71663546781039,,707.8992127524226,59738.42875147302,2278.7556066205816,Male,Delhi,Savings
159,56565.536086338296,5345.8110145983455,1498.8925750214478,840.842483058847,98770.63228272156,5693.215676659001,Male,Mumbai,Business
160,40253.183297726784,2339.3150720223007,5870.65673442903,815.306683424093,76443.60714548355,1102.548110902194,Male,Mumbai,Current
161,,2257.195087758978,9841.262057820113,791.2980703929263,96983.83576776402,4127.069428313961,Female,Mumbai,Business
162,61585.95579007404,485.8639960360479,,790.2764610895141,89249.12653598272,3246.5038169591903,Female,Pune,Business
163,41793.1768164829,2151.0739873361777,5137.94694855752,797.7029514508964,84092.48499099686,678.4737696881119,,Bangalore,Savings
164,59633.76129244322,1001.3031297917177,50910.412639424605,833.9009380519283,89691.96226370892,4541.839495142948,Male,Pune,Savings
165,270639.0463468249,2106.702271374473,21228.900002467966,841.5076218014522,85336.79013184701,2052.7348424527004,Male,,Savings
166,58220.6015999449,225.42613756539208,9765.874838068079,799.4781256253805,-13250.750072108916,4462.091919743351,Female,Bangalore,Savings
167,68967.92982653948,2144.9846369317133,8425.231203811369,804.272622876968,97094.45933320849,1421.8138368778114,Female,,Savings
168,47546.11883997129,14883.445819408811,9693.236433199543,840.1167053176713,77493.31402995427,6070.699511209124,Male,Mumbai,Savings
169,42462.6383564251,98.82599778860138,2247.8503258578507,788.9374143090756,89916.34637950428,9810.822458183482,Male,Pune,Current
170,41104.85570374477,7559.726225124457,5027.545216901968,819.635744235611,97145.44791299917,1102.9600507941484,,Mumbai,Business
171,41841.89715034562,1044.8113649091945,402.5916636576021,794.9050269844392,96542.98672652694,1420.044991766854,Male,Pune,Savings
172,49228.98290585896,4092.0669220315062,6453.976290435796,759.1870179538605,40374.01879562332,918.7320386745292,Female,Pune,Current
173,53411.519748166436,3050.060113868585,7831.256837529745,840.699878138885,57661.03645309004,2810.600047261856,Male,Pune,Business
174,52766.90799330019,1674.1102118531048,2584.466054589457,849.0334747939679,52487.85850194444,4412.053158337793,Male,Mumbai,Savings
175,58271.83249036024,,33250.37971899777,774.4971561464547,4568.949027309747,5452.84896271369,Male,Pune,Savings
176,50130.01891877907,4215.93820191668,24019.040173986432,,95328.1562762808,4067.2636353277253,Male,Bangalore,
177,64535.34077157317,1035.5001572974054,12806.49533523795,789.8613954560999,91216.27325060233,5336.434141172364,Male,Bangalore,Business
178,47353.43166762044,792.1184495820129,7622.5426306593245,758.9441981324945,77874.02311066027,3157.0056128299225,Male,Bangalore,Savings
179,77201.69166589619,2202.792634344614,20399.836231826204,768.8203855610233,86774.68175973618,2031.8900642487238,Male,Mumbai,Business
180,56256.67347765006,3298.915685942147,1400.1216907623093,687.8925894245904,89160.91286659654,1454.2041616804347,Female,Mumbai,Current
181,41428.42443583717,2873.366737641024,15630.782914282348,,91142.5397129448,,Female,Bangalore,Savings
182,39291.075019388874,3197.1309528955508,1333.2662955202384,816.4800422336199,81982.76100223999,1488.3082312177817,Female,Bangalore,Business
183,,1143.924993483773,15809.022671741686,824.301204306278,82858.73223041506,4316.067742021119,Male,Bangalore,Current
184,47765.372146741494,3405.6762127717266,3226.4289979134264,841.6564605769681,96478.19176716311,1511.0188879810623,Female,Delhi,Current
185,57140.00494092092,256.1419253071429,20963.07625950449,807.4974070389424,87236.67230688481,2225.998477840394,Male,Bangalore,Savings
186,54732.376245735446,1572.6712566885658,28831.555463501638,833.7818310153696,83874.94661025645,6947.857491249798,Male,Pune,Business
187,49271.71087343127,11.550611032507708,1611.0342521460957,722.8896209049499,83107.24815173639,7403.183356459701,Male,Delhi,Savings
188,41532.06281931595,784.8583818863757,6211.532794591166,806.2436636944276,95282.8394008352,7246.794415553785,,Delhi,Savings
189,,912.8691252583723,39626.52213142971,805.0725253133659,72883.03688682838,3198.0837886230383,Female,Mumbai,Business
190,45534.85047932979,1008.9340703773348,6605.007924873811,828.0805917917163,99489.55942695214,2103.494331782105,Male,Pune,Business
191,58563.98794323472,2377.9530040622885,19917.788752652126,847.3305227650416,91235.11385841019,4800.90449942025,Male,Mumbai,Business
192,52140.93744130204,983.8706854228129,8885.0904692425,848.3870739229698,69698.10431347092,1540.703119328021,Female,Mumbai,Current
193,37542.61221288012,1190.929171127857,4705.316212803642,822.4752989843297,83402.65056246555,5641.334131021543,Female,Pune,Current
194,51731.80925851182,,3365.692190600759,845.5821835066622,93946.45634771524,1943.2295701277112,Female,Mumbai,Business
195,53853.17379728837,934.4208011013524,2271.805529083864,803.3221841593487,76254.20385771056,,Male,Pune,Current
196,41161.42563798867,515.6501950660977,,743.5797515884275,83241.58335690113,5728.996224137977,Female,Pune,Savings
197,51537.25105945528,152.02617651077443,4886.410428023759,,68183.39674556408,,Male,Mumbai,Business
198,50582.08718446,1849.8991906369124,7159.562656140622,796.1997010945296,73437.59000523077,2016.0502044559366,Male,Bangalore,Savings
199,38570.29702169377,2206.522950142138,6779.14745408909,,81162.29397353603,4383.498891961229,Female,Mumbai,Business
200,53577.87360348283,1932.4874602968364,8610.4296117355,750.612438767294,86604.44527479674,5081.088108268503,Female,Delhi,Savings
201,55607.84526368234,1245.3552300338947,20067.64817913147,,97141.47223049532,4509.707132384259,Female,Mumbai,Business
202,60830.512431752766,955.3806895597999,39496.90791335683,839.0515371496394,93941.83814534619,2771.6020140316514,Male,Pune,Savings
203,60538.02052034903,3980.4254437895097,5235.465402486669,783.138867071518,89136.48506743237,6132.990131099629,Male,Delhi,Business
204,36223.30632042909,1464.1161096031872,17574.677418973533,833.1199879461466,81709.19036057018,1409.2863454301123,Male,Pune,Business
205,40621.74960084877,1304.7087830304988,14461.623965025863,,85581.08570547379,1352.6907093545503,Male,Bangalore,Current
206,55150.3526720866,51.953107884028945,8522.107958446628,,93201.26866334231,4352.432754251205,Male,Bangalore,Savings
207,55137.859509122085,834.8157628215953,31246.37665197935,848.4756991268988,99870.29315533239,1263.3228855819555,Male,Delhi,Current
208,55150.47686306048,,,736.1707645260484,86286.92459560529,10033.418495826225,Female,,Savings
209,88527.31490654721,1017.7310283959984,1157.074278197645,801.2734722771219,93273.02743503635,2066.3713045060736,Male,Bangalore,Current
210,55708.90510693167,1735.8221097305413,19238.881908927862,668.6904569139662,73469.03132400553,,Female,Mumbai,Business
211,61355.65640180599,1525.4342087057378,5783.014619474765,818.7246838993303,99515.247239815,1060.296987397509,Female,,Current
212,59540.017634932025,1872.5027165496394,18771.13811032593,756.0071964335664,,8664.139094710175,Female,Bangalore,Current
213,56513.91251305798,2895.346257573762,22357.69839287117,846.7787232987158,,3370.0002087154153,Female,Bangalore,Business
214,46847.30755359655,3353.14080297033,644.932886875834,829.5806024714483,96166.87781966315,2018.3709141610539,Female,Mumbai,Current
215,57589.692204932675,2532.5694876627817,21495.61588070323,846.5316098179238,87240.09255506065,2618.9859219490527,Male,Bangalore,Business
216,211358.7392731214,6225.59745000841,5947.8539866842475,664.8650071701265,98082.50939962387,1748.714055767425,Male,Bangalore,Savings
217,47631.813932599915,,7142.329082461058,765.0936723454636,80347.01317871048,2793.423426732817,,Pune,Current
218,45146.364521708965,435.7598214250259,9850.849920853021,754.287567256643,84006.20185620159,1124.3765558205685,Male,Bangalore,Business
219,50818.74139386322,15.183237062831378,26088.739595647756,710.9969866103517,89536.45063257466,2074.351788369885,Female,Delhi,Business
220,73146.58566673509,2085.2658528155034,193.01169365585844,845.552784015634,85263.15814608402,5974.6161169313455,Female,Pune,Current
221,31327.348074082518,4566.164020132954,6478.745639378233,825.6447410639489,54621.89471138235,3903.961935130429,Female,Delhi,
222,56862.60190374513,,11638.615981336585,846.3157951821579,95629.55751068908,1382.7259120235315,Male,Bangalore,Current
223,33872.84128810348,5235.538332447438,12826.804175451045,,99543.54028139998,2870.4900294998415,Male,Mumbai,Business
224,45280.681342105665,124.31980387744127,11793.856657111079,836.9729281511796,60438.47668381459,7460.401099107729,Male,Pune,Savings
225,60889.50596967366,5449.457846000236,1443.7295559530933,818.3402408915016,82786.80142470862,2281.78847565767,Male,Mumbai,Current
226,50642.80019095463,866.5649586130768,3558.1187130977405,,55734.42280793991,1250.3177271007396,Female,Pune,Business
227,39222.55222070694,213.88092278387373,4442.821224093347,844.6776054004844,81826.34391559323,4950.465802603955,Female,Mumbai,Current
228,42846.96290740032,1330.5650977988232,16318.737627865214,840.8344323303019,66768.41183327915,282.59878250841683,Male,Pune,Savings
229,56795.977489346755,593.5171261563438,3267.8314917663197,842.0340582043523,88769.07928926453,2666.844320479435,Male,Pune,Savings
230,42696.333682828634,670.589985183324,2366.1509123624855,669.2616583500378,72285.31513663365,7902.51709524591,,,Savings
231,,734.2875743225572,31570.288689500085,778.7913597849223,51153.5219025988,2806.240382085443,Female,Mumbai,Savings
232,50455.71839903814,3249.366039930847,89.02797672285237,678.2703594407855,83021.61153810387,6387.073400283867,Female,,Savings
233,43483.99652394183,1549.414276276521,61288.229939040866,821.0322407176375,96011.82203787453,1233.8736314340767,Female,Delhi,Current
